entA	entB	We
7415	2767	1
7415	23071	1
7415	23576	1
7415	1783	1
7415	57026	1
7415	55748	1
7415	30	1
7415	521	1
7415	231	1
7415	83658	1
7415	8943	1
54039	58155	1
54039	9782	1
2395	87	1
2395	9512	1
2395	9054	1
5582	10640	1
5582	1499	1
5582	5037	1
5582	4137	1
5582	2697	1
5582	3146	1
5582	6812	1
5582	2931	1
5582	4082	1
5582	3326	1
5582	310	1
5582	80331	1
5582	2566	1
5582	7153	1
10640	1000	1
10640	30000	1
10640	51552	1
10640	382	1
10640	53916	1
10640	57180	1
6285	114569	1
6285	829	1
26355	3326	1
5413	3845	1
5413	989	1
5413	151011	1
5413	4735	1
5413	4656	1
5413	5414	1
5413	55752	1
7178	476	1
7178	5052	1
7178	5930	1
7178	6009	1
7178	3313	1
7178	8864	1
7178	84790	1
6513	8766	1
6622	4067	1
6622	9659	1
6622	6714	1
6622	1509	1
6622	25	1
6622	7316	1
6622	1410	1
6622	80331	1
6622	11076	1
6622	5550	1
6622	2869	1
5062	4067	1
5062	6714	1
5062	4155	1
5062	25	1
5062	2017	1
5062	5879	1
5062	8780	1
5062	999	1
4067	3845	1
4067	2023	1
4067	7316	1
4067	3326	1
4067	3493	1
1499	6714	1
1499	1454	1
1499	3845	1
1499	25	1
1499	2931	1
1499	23513	1
1499	2521	1
1499	3094	1
1499	29966	1
1499	999	1
1499	81	1
1499	9223	1
1499	6500	1
1499	3916	1
1499	7153	1
81565	1020	1
81565	287	1
81565	23281	1
81565	11004	1
81565	288	1
81565	8573	1
81565	80342	1
81565	203068	1
81565	8997	1
81565	4644	1
81565	9662	1
10492	3192	1
10492	6152	1
5160	5162	1
5160	3692	1
5160	5163	1
5160	38	1
5160	5164	1
5160	54704	1
55770	55275	1
476	9131	1
476	3845	1
476	2	1
476	5595	1
476	5578	1
476	501	1
476	481	1
476	94081	1
2195	9454	1
23043	9659	1
23043	6711	1
23043	3845	1
23043	287	1
23043	27445	1
23043	347733	1
23043	1808	1
23043	7430	1
23043	1655	1
23043	1778	1
23043	288	1
23043	547	1
23043	4741	1
23043	1809	1
23043	5701	1
23043	23347	1
23043	22843	1
23043	55689	1
23043	4719	1
23043	3916	1
23043	1783	1
23043	7280	1
23043	9901	1
3799	5479	1
3799	5577	1
3799	11077	1
3799	999	1
3799	3746	1
3799	988	1
3799	9693	1
9659	3845	1
9659	23281	1
9659	22919	1
9659	125	1
9659	5837	1
9659	55697	1
9659	79165	1
9659	54927	1
9659	23526	1
9659	5144	1
9659	8682	1
9659	988	1
8499	5518	1
8499	26059	1
8499	8541	1
8499	8495	1
8499	988	1
6711	6708	1
6711	6709	1
6711	3845	1
6711	6812	1
6711	23236	1
6711	1315	1
6711	157922	1
6711	1384	1
6711	288	1
6711	999	1
6711	131034	1
6711	988	1
6714	3845	1
6714	4137	1
6714	4155	1
6714	23396	1
6714	85358	1
6714	25	1
6714	1398	1
6714	2799	1
6714	6137	1
6714	6237	1
6714	2023	1
6714	2017	1
6714	775	1
6714	22919	1
6714	4035	1
6714	5516	1
6714	229	1
6714	310	1
6714	9229	1
6714	5604	1
6714	23162	1
6714	3098	1
6714	999	1
6714	3099	1
6714	1947	1
6714	5286	1
6714	116987	1
6714	8853	1
6714	79065	1
11315	25	1
11315	6647	1
11315	999	1
11315	6855	1
9131	26519	1
9131	10059	1
9131	9748	1
9131	515	1
9131	51079	1
9131	4513	1
9131	10452	1
9131	7385	1
9131	1329	1
9131	26517	1
9131	26521	1
9131	7295	1
9131	3301	1
9131	4720	1
9131	2744	1
9131	488	1
9131	1678	1
9131	3954	1
9131	54927	1
9131	25813	1
9131	498	1
9131	55735	1
9131	522	1
9131	4698	1
9131	80273	1
9131	4722	1
9131	26993	1
9131	54940	1
9131	3098	1
9131	54205	1
9131	8001	1
9131	10965	1
9131	10469	1
9131	1327	1
9131	10476	1
9131	5245	1
9131	4723	1
9131	506	1
9131	114294	1
9131	509	1
9131	539	1
9131	4976	1
9131	10240	1
9131	9342	1
9131	1537	1
9131	6742	1
9131	2746	1
9131	4728	1
9131	4725	1
9131	4726	1
9131	10651	1
9131	8604	1
9131	10632	1
9131	4716	1
9131	7388	1
9131	1345	1
9131	1340	1
9131	4729	1
9131	4719	1
9131	6389	1
9131	7384	1
9131	2109	1
9131	4702	1
9131	514	1
9131	4704	1
9131	89941	1
9131	84908	1
9131	29920	1
9131	28976	1
9131	56993	1
9131	55210	1
9131	54539	1
9131	29078	1
9131	378	1
9131	3029	1
9131	3336	1
9131	9377	1
9131	9590	1
9131	9868	1
5037	5578	1
5037	5579	1
6708	3845	1
6708	51466	1
6708	25828	1
6708	6710	1
6709	3845	1
6709	85358	1
6709	25	1
6709	51466	1
6709	338	1
6709	57731	1
6709	999	1
6709	153733	1
6709	6139	1
6709	70	1
6709	132001	1
6709	6712	1
6709	8997	1
6709	9321	1
6709	6710	1
1020	4137	1
1020	4155	1
1020	11140	1
1020	55083	1
1020	4915	1
1020	8864	1
1020	4916	1
1020	6164	1
1020	8867	1
1509	4137	1
1509	54413	1
1509	3043	1
6857	57524	1
6857	6844	1
6857	63908	1
6857	80331	1
6857	80777	1
6857	784	1
1454	5501	1
1454	3326	1
1454	5529	1
1454	5528	1
1454	5708	1
1454	10612	1
1454	5187	1
1454	8864	1
1454	199731	1
3845	287	1
3845	801	1
3845	5870	1
3845	2697	1
3845	6845	1
3845	10211	1
3845	9093	1
3845	50488	1
3845	10458	1
3845	23513	1
3845	51079	1
3845	1267	1
3845	4082	1
3845	5910	1
3845	23236	1
3845	10228	1
3845	3107	1
3845	5516	1
3845	11331	1
3845	23191	1
3845	51715	1
3845	2778	1
3845	10970	1
3845	1525	1
3845	6844	1
3845	5532	1
3845	301	1
3845	23646	1
3845	10381	1
3845	118	1
3845	2768	1
3845	989	1
3845	4001	1
3845	23011	1
3845	2011	1
3845	821	1
3845	51062	1
3845	120	1
3845	116841	1
3845	3482	1
3845	1500	1
3845	10652	1
3845	8573	1
3845	8674	1
3845	23786	1
3845	284069	1
3845	54927	1
3845	10801	1
3845	10768	1
3845	5860	1
3845	10938	1
3845	200734	1
3845	255057	1
3845	493856	1
3845	51706	1
3845	9341	1
3845	11311	1
3845	1186	1
3845	10493	1
3845	3098	1
3845	9218	1
3845	9448	1
3845	55847	1
3845	7037	1
3845	6507	1
3845	1947	1
3845	10550	1
3845	112	1
3845	51552	1
3845	10134	1
3845	22852	1
3845	4191	1
3845	2319	1
3845	5333	1
3845	55752	1
3845	6566	1
3845	6520	1
3845	6712	1
3845	2036	1
3845	8502	1
3845	382	1
3845	10067	1
3845	5872	1
3845	9475	1
3845	9522	1
3845	10159	1
3845	6659	1
3845	8495	1
3845	5447	1
3845	115	1
3845	490	1
3845	493	1
3845	682	1
3845	2035	1
3845	5297	1
3845	9066	1
3845	9217	1
3845	9223	1
3845	9230	1
3845	9253	1
3845	25921	1
3845	57498	1
3845	255252	1
3845	55117	1
3845	65108	1
3845	119	1
3845	23603	1
3845	5361	1
3845	11261	1
3845	10160	1
3845	7384	1
3845	56993	1
3845	57609	1
3845	2181	1
3845	81542	1
3845	80777	1
3845	25800	1
3845	26090	1
3845	22979	1
3845	4763	1
3845	84966	1
3845	9789	1
3845	9495	1
3845	55690	1
3845	5064	1
3845	8036	1
3845	8417	1
3845	79643	1
3845	60412	1
3845	9554	1
3845	9854	1
3845	6233	1
3845	9962	1
3845	6533	1
3845	9118	1
3845	8140	1
3845	92675	1
3845	6305	1
3845	6515	1
3845	57446	1
3845	8613	1
3845	57553	1
3845	56255	1
3845	4756	1
3845	84293	1
26519	26520	1
4137	5501	1
4137	5515	1
4137	25	1
4137	274	1
4137	2931	1
4137	5595	1
4137	55611	1
4137	5581	1
4137	3312	1
4137	5602	1
4137	5516	1
4137	5578	1
4137	3326	1
4137	7430	1
4137	5579	1
4137	10381	1
4137	5500	1
4137	2011	1
4137	9181	1
4137	5536	1
4137	3304	1
4137	7846	1
4137	203068	1
4137	5520	1
4137	8473	1
4137	84446	1
4137	9520	1
5501	85358	1
5501	2931	1
5501	3837	1
5501	53826	1
5501	23191	1
5501	5202	1
5501	9448	1
5501	6122	1
5501	55296	1
5501	116143	1
5501	6500	1
5501	55210	1
5501	6129	1
5501	84687	1
5501	5510	1
4155	25	1
4155	801	1
4155	2017	1
4155	5595	1
4155	5578	1
4155	5579	1
4155	5604	1
4155	4355	1
4155	27347	1
23396	999	1
85358	25	1
85358	1398	1
85358	9456	1
85358	1399	1
85358	57555	1
85358	22859	1
85358	9229	1
85358	54927	1
5530	25	1
5530	775	1
5530	3927	1
5530	30818	1
5530	5478	1
5530	5534	1
5530	2566	1
5530	8867	1
5530	9495	1
5515	5595	1
5515	4627	1
5515	5837	1
5515	5518	1
5515	5528	1
5515	5536	1
5515	55697	1
5515	5526	1
5515	51400	1
5515	5520	1
5688	25	1
5688	274	1
5688	9852	1
5688	5534	1
7001	11140	1
7001	2	1
7001	7316	1
7001	10549	1
7001	54413	1
7001	7295	1
7001	762	1
5052	25	1
5052	7316	1
5052	10549	1
5052	128	1
5052	7295	1
5052	999	1
26060	274	1
26060	63893	1
26060	6009	1
26060	27063	1
26060	5868	1
26060	3916	1
26060	56896	1
10059	23513	1
10059	4259	1
10059	70	1
10059	51024	1
10059	65018	1
10059	79594	1
10059	56993	1
10059	9804	1
10059	84987	1
10059	94081	1
10059	55848	1
10059	29106	1
10787	23191	1
10787	7430	1
10787	70	1
10787	3916	1
25	23114	1
25	23230	1
25	22999	1
25	1271	1
25	1398	1
25	2799	1
25	2550	1
25	27154	1
25	2571	1
25	1399	1
25	7316	1
25	3326	1
25	9229	1
25	80725	1
25	9054	1
25	8506	1
25	675	1
25	987	1
23114	1398	1
23230	56993	1
23230	9804	1
22999	774	1
22999	773	1
22999	10497	1
1271	1398	1
1398	6237	1
1398	2550	1
1398	2098	1
1398	4000	1
1398	9229	1
1398	3927	1
1398	55697	1
1398	999	1
1398	3791	1
1398	7514	1
1398	5478	1
1398	8495	1
1398	55748	1
1398	8506	1
1398	18	1
1398	56145	1
1398	8853	1
1398	6000	1
1398	84932	1
1398	84790	1
6137	310	1
6137	27063	1
6137	6194	1
6237	5910	1
2550	2775	1
2550	9568	1
2571	5581	1
2571	114569	1
287	7430	1
287	57731	1
287	8301	1
287	30845	1
287	3006	1
287	6326	1
287	84557	1
26275	3329	1
26275	5163	1
274	6812	1
274	23347	1
274	55689	1
274	53917	1
801	817	1
801	775	1
801	6331	1
801	4082	1
801	773	1
801	3921	1
801	27130	1
801	814	1
801	23770	1
801	816	1
801	7137	1
801	818	1
801	5339	1
801	3780	1
801	6326	1
801	4900	1
801	2596	1
801	4644	1
801	490	1
1737	8050	1
1737	5162	1
1737	3329	1
1737	5163	1
1737	94081	1
1737	5164	1
5692	5578	1
9648	5870	1
9648	6184	1
9648	988	1
5870	2665	1
5870	23322	1
5870	56993	1
5870	8766	1
5870	7879	1
10844	1803	1
10844	10426	1
9748	3313	1
9748	999	1
10808	3312	1
10808	118	1
10808	7846	1
10808	27347	1
10808	7317	1
10808	51164	1
10808	83658	1
10808	5230	1
2023	3312	1
2023	29066	1
2023	226	1
2023	3326	1
2023	5529	1
2023	999	1
2023	3099	1
2023	43	1
2023	84263	1
10963	817	1
10963	3312	1
10963	3326	1
10963	10681	1
10963	5708	1
10963	2781	1
10963	2782	1
10963	5875	1
10963	91662	1
2017	22919	1
2017	4000	1
2017	100287171	1
2017	999	1
2017	70	1
2017	2022	1
2017	3737	1
8675	8674	1
8675	63908	1
8675	2054	1
8675	11311	1
8675	57460	1
8675	9342	1
8675	3916	1
9378	57502	1
9378	57555	1
9378	8573	1
817	3312	1
817	6331	1
817	6191	1
817	10810	1
817	3326	1
817	30000	1
817	816	1
817	4133	1
817	818	1
3181	3182	1
3181	4670	1
3181	4000	1
3181	220988	1
3181	51112	1
3181	489	1
6336	11140	1
6336	1781	1
6336	2697	1
6336	7846	1
11140	2	1
11140	10724	1
11140	5567	1
11140	5589	1
11140	3326	1
11140	56850	1
11140	57731	1
11140	5518	1
11140	269	1
11140	1428	1
11140	9361	1
11140	5536	1
11140	2288	1
11140	156	1
11140	9454	1
11140	54550	1
11140	8522	1
11140	816	1
11140	92840	1
11140	55964	1
11140	11077	1
11140	51350	1
11140	818	1
11140	3337	1
11140	65018	1
11140	54862	1
11140	91662	1
11140	5891	1
11140	80823	1
1781	6158	1
1781	3326	1
1781	8050	1
1781	3301	1
1781	10120	1
1781	1778	1
1781	10294	1
1781	5202	1
1781	51699	1
1781	5257	1
1781	54550	1
1781	3880	1
1781	501	1
1781	10469	1
1781	6813	1
1781	10694	1
1781	10576	1
1781	10121	1
1781	22948	1
1781	51143	1
1781	10213	1
1781	4726	1
1781	51164	1
1781	10693	1
1781	1783	1
1781	1666	1
1781	83658	1
1781	55707	1
1781	5481	1
1781	84790	1
1781	55326	1
1781	908	1
1781	353	1
2697	5578	1
2697	5579	1
2697	3916	1
6845	9342	1
6845	8943	1
5864	2	1
5864	5876	1
3146	5578	1
3146	7295	1
3146	5579	1
3146	708	1
3146	718	1
3146	6206	1
6812	5910	1
6812	5578	1
6812	87	1
6812	5579	1
6812	112755	1
6812	2054	1
6812	25851	1
6812	399687	1
6812	4976	1
6812	55832	1
6812	6207	1
6812	6712	1
6812	8997	1
10211	27445	1
10211	1329	1
10211	29922	1
10211	821	1
10211	999	1
10211	2319	1
2931	5578	1
2931	3326	1
2931	5579	1
2931	1500	1
2029	5911	1
2	6009	1
2	10724	1
2	126003	1
2	4035	1
2	2193	1
2	310	1
2	10376	1
2	9361	1
2	115704	1
2	51024	1
2	3337	1
2	23154	1
2	5908	1
2	93185	1
1337	56925	1
1892	3329	1
1892	5163	1
1892	7317	1
2271	30000	1
2271	23322	1
9093	3313	1
9093	55170	1
9093	10498	1
9093	3329	1
9093	91662	1
5595	5213	1
5595	23513	1
5595	5604	1
5595	4656	1
5595	6720	1
5595	8682	1
5595	708	1
5595	7343	1
5595	80727	1
5213	7316	1
5213	5211	1
5930	8573	1
5930	70	1
5930	975	1
5930	830	1
5930	6208	1
7323	51255	1
7323	6158	1
7323	51283	1
7323	55611	1
7323	115992	1
7323	51127	1
7323	112401	1
7323	7316	1
7323	7311	1
7323	8864	1
7323	7846	1
7323	51569	1
7323	23285	1
7323	7317	1
7323	79594	1
7323	7511	1
7323	93664	1
7323	8036	1
51255	7316	1
50488	3326	1
50488	999	1
50488	5911	1
1973	29066	1
1973	7458	1
10726	51127	1
10726	10681	1
10726	5536	1
10726	10294	1
10726	5875	1
10726	999	1
10726	79902	1
10726	59345	1
10458	5879	1
10458	2011	1
10458	999	1
10458	70	1
10458	9045	1
10458	9223	1
10458	3916	1
10458	8936	1
57524	8573	1
57524	5414	1
515	3329	1
515	498	1
515	5163	1
515	10476	1
515	9804	1
23513	3312	1
23513	5578	1
23513	87	1
23513	7430	1
23513	1501	1
23513	999	1
23513	114786	1
23513	8502	1
23513	81	1
23513	490	1
23513	3916	1
23513	491	1
23513	8671	1
23513	25824	1
51079	3329	1
51079	1327	1
51079	84987	1
51079	94081	1
6158	6194	1
6158	6124	1
6158	51164	1
51283	7316	1
55611	7316	1
55611	301	1
55611	310	1
3182	63893	1
3182	58155	1
6201	63893	1
6201	11059	1
6201	6207	1
6201	51143	1
6201	1783	1
63893	7316	1
63893	221184	1
63893	7311	1
63893	1327	1
63893	70	1
63893	131034	1
115992	9782	1
51127	7316	1
51127	10910	1
51127	3326	1
112401	30000	1
112401	7335	1
9456	9454	1
3778	1399	1
3778	9230	1
1399	6160	1
1399	4000	1
1399	999	1
1399	8495	1
57030	80331	1
23281	1641	1
23281	164592	1
23281	25828	1
23281	2950	1
23281	81892	1
23281	114971	1
23281	140606	1
23281	79165	1
23281	547	1
23281	463	1
23281	146705	1
23281	51350	1
23281	79169	1
23281	90799	1
23281	539	1
23281	51164	1
23281	988	1
23281	784	1
23281	5908	1
23281	284439	1
775	784	1
6009	23770	1
22919	1540	1
22919	1832	1
22919	4035	1
22919	9181	1
22919	8573	1
22919	10801	1
22919	999	1
22919	55755	1
22919	5427	1
5581	4082	1
5581	1832	1
5581	3326	1
5581	11033	1
5581	2768	1
5581	2011	1
5581	10672	1
5581	2572	1
5581	9448	1
5581	25780	1
5581	2596	1
5581	7416	1
7316	1540	1
7316	3312	1
7316	5879	1
7316	10131	1
7316	3939	1
7316	9588	1
7316	11059	1
7316	2950	1
7316	3945	1
7316	54472	1
7316	999	1
7316	5095	1
7316	5214	1
7316	5091	1
7316	55832	1
7316	47	1
7316	56899	1
7316	65018	1
7316	7317	1
7316	6923	1
7316	1938	1
7316	79594	1
7316	5110	1
7316	57175	1
7316	56922	1
7316	5096	1
7316	57448	1
7316	6950	1
7316	7345	1
7316	8078	1
7316	8239	1
7316	9559	1
1540	4000	1
1540	7430	1
1540	9662	1
1540	9804	1
10910	3326	1
10910	6194	1
10910	2288	1
10910	10672	1
10910	5875	1
10910	6500	1
10910	83658	1
10910	91662	1
10910	136332	1
10910	8036	1
388	26227	1
388	4831	1
388	11113	1
1267	7846	1
1267	3916	1
81488	5701	1
81488	6130	1
81488	53904	1
81488	27089	1
81488	23322	1
3312	9181	1
3312	6449	1
3312	55735	1
3312	3831	1
3312	999	1
3312	3308	1
3312	1211	1
3312	3337	1
3312	25814	1
3312	224	1
3312	832	1
3312	26999	1
3312	3305	1
3312	7266	1
3312	83889	1
3837	5901	1
3837	4000	1
3837	5500	1
3837	79902	1
4670	6129	1
4670	988	1
4670	8239	1
4670	79954	1
57555	9223	1
5901	29066	1
5901	30000	1
5901	8294	1
5901	8366	1
5901	999	1
5901	7514	1
5901	57510	1
5901	5902	1
5901	6129	1
6331	1410	1
6331	2257	1
4082	5578	1
4082	5579	1
4082	999	1
4082	94081	1
10243	37	1
10243	2556	1
10243	23380	1
10243	70	1
10724	7430	1
10724	8473	1
126003	27095	1
126003	5339	1
126003	7109	1
126003	3916	1
57144	79165	1
57144	23549	1
57144	11099	1
57144	8907	1
5910	5879	1
5910	5906	1
5910	821	1
5910	5912	1
5910	54769	1
5910	148252	1
5910	51560	1
5910	8448	1
9349	6125	1
25930	128866	1
55083	9448	1
136319	80184	1
136319	9662	1
26153	5602	1
5602	3939	1
5602	80184	1
5602	23162	1
29066	1315	1
29066	11331	1
29066	3939	1
29066	488	1
29066	10576	1
29066	509	1
29066	55832	1
29066	22948	1
29066	54862	1
29066	94081	1
29066	7203	1
29066	5832	1
29066	6233	1
23236	1487	1
23236	2776	1
23236	11331	1
23236	3916	1
1832	3848	1
1832	8502	1
5879	4627	1
5879	1620	1
5879	55170	1
5879	116986	1
5879	9223	1
5879	5291	1
4627	999	1
4627	115098	1
4509	9693	1
146691	54472	1
10486	70	1
10486	10487	1
4513	54413	1
4513	10247	1
4513	1327	1
4513	84987	1
4513	94081	1
4628	5714	1
4628	1327	1
4628	70	1
4628	525	1
4628	79180	1
55177	2054	1
55177	5354	1
55177	9341	1
55177	9218	1
55177	7037	1
55177	56993	1
55177	9804	1
11346	87	1
11346	988	1
773	226	1
773	3339	1
773	4035	1
773	22859	1
773	4147	1
773	6160	1
773	7385	1
773	347733	1
773	7102	1
773	87	1
773	2782	1
773	8997	1
10549	10130	1
10549	338	1
10130	51726	1
10452	4259	1
10452	55848	1
27445	9554	1
10992	8573	1
10992	70	1
23168	4000	1
23168	70	1
23168	2022	1
1786	8294	1
1786	8366	1
5216	999	1
5216	70	1
226	229	1
226	1410	1
226	999	1
226	22843	1
226	230	1
3339	3791	1
4035	56899	1
4035	54862	1
4035	6328	1
4035	55333	1
6160	6194	1
6160	3006	1
7385	1329	1
7385	1327	1
347733	310	1
347733	79682	1
7102	4000	1
7102	1129	1
7102	111	1
10728	3326	1
10728	9601	1
10728	80184	1
3417	999	1
10228	4000	1
10228	63908	1
10228	2054	1
10228	80331	1
1329	3329	1
1329	5163	1
1329	1327	1
1329	493	1
1329	84987	1
1641	8239	1
1808	1809	1
1808	7846	1
1808	56896	1
164592	11077	1
55739	6449	1
162	4915	1
162	8907	1
162	60314	1
162	25977	1
162	164	1
2773	479	1
2773	4924	1
2773	4925	1
2773	2782	1
2773	5577	1
2773	1901	1
2773	59345	1
2773	22821	1
3921	37	1
479	5479	1
6191	6194	1
1487	4831	1
1983	4000	1
1983	27063	1
1983	999	1
1983	4900	1
2776	6000	1
2776	5538	1
2938	5516	1
3107	999	1
3107	3916	1
3107	91662	1
3419	5163	1
4831	2782	1
4831	5868	1
53826	4000	1
53826	4259	1
53826	54940	1
53826	722	1
53826	55530	1
5516	5518	1
5516	5520	1
5567	55738	1
5567	3326	1
5567	6194	1
5578	11331	1
5578	22908	1
5578	3326	1
5578	310	1
5578	118	1
5578	4001	1
5578	5339	1
5578	3006	1
5578	3007	1
5578	3008	1
5578	3010	1
5578	1576	1
5578	7153	1
5589	6194	1
5589	5479	1
5589	1327	1
5589	55848	1
5589	988	1
1000	8502	1
1000	3916	1
10131	3313	1
10131	7170	1
10131	65018	1
10383	999	1
10383	7857	1
11331	54940	1
11331	54205	1
11331	5245	1
11331	3710	1
11331	7005	1
11331	9162	1
1653	29922	1
1653	70	1
2193	5708	1
2193	92344	1
2193	10056	1
22908	4000	1
22908	51075	1
23191	7430	1
23191	51495	1
23191	5708	1
23191	2782	1
23191	70	1
23521	6194	1
23521	6156	1
23521	9868	1
25932	3326	1
26517	4259	1
26517	5163	1
26517	1327	1
26517	84987	1
26517	94081	1
26517	55848	1
26517	8462	1
54413	2280	1
54413	5660	1
54413	10965	1
54413	55201	1
54413	7384	1
54413	6748	1
55161	7846	1
55161	6208	1
55738	51715	1
55738	338	1
55738	7430	1
55738	10959	1
55738	6135	1
55738	1783	1
55738	9910	1
37	3329	1
37	5163	1
87	7295	1
87	8050	1
87	27063	1
87	9852	1
87	7846	1
87	9253	1
229	25828	1
2521	4000	1
2521	5339	1
2521	70	1
2770	4924	1
2770	2782	1
2770	1901	1
2770	54331	1
2770	59345	1
2778	4924	1
2778	4925	1
2778	2782	1
2879	9588	1
2879	5479	1
3313	55082	1
3313	3329	1
3313	10652	1
3313	3708	1
3313	80273	1
3313	7514	1
3313	257218	1
3326	5579	1
3326	10681	1
3326	814	1
3326	11059	1
3326	4915	1
3326	269	1
3326	166614	1
3326	2047	1
3326	225689	1
3326	5536	1
3326	6449	1
3326	2774	1
3326	2288	1
3326	23770	1
3326	4128	1
3326	816	1
3326	9448	1
3326	999	1
3326	818	1
3326	4916	1
3326	65018	1
3326	6720	1
3326	79902	1
3326	6000	1
3326	91662	1
3326	79012	1
3326	3742	1
3326	3959	1
3418	5836	1
3939	3945	1
3939	999	1
3939	2775	1
3937	4000	1
3937	3856	1
4000	6844	1
4000	11333	1
4000	5837	1
4000	4001	1
4000	128866	1
4000	10652	1
4000	11332	1
4000	8674	1
4000	6843	1
4000	527	1
4000	2912	1
4000	5780	1
4000	92840	1
4000	5354	1
4000	80273	1
4000	493856	1
4000	4259	1
4000	6856	1
4000	157378	1
4000	8834	1
4000	9341	1
4000	1186	1
4000	9218	1
4000	7037	1
4000	7781	1
4000	23347	1
4000	309	1
4000	6252	1
4000	2022	1
4000	975	1
4000	6720	1
4000	348110	1
4000	224	1
4000	10159	1
4000	5110	1
4000	9217	1
4000	11343	1
4000	3029	1
4000	2181	1
4000	23256	1
4000	80777	1
4000	84987	1
4000	708	1
4000	79902	1
4000	7153	1
4000	8760	1
4000	92140	1
4000	8417	1
4000	9554	1
4000	9145	1
4000	91663	1
4000	6505	1
4000	9694	1
4000	8467	1
4924	7514	1
4925	444	1
4925	7514	1
5869	23322	1
5869	5291	1
5869	7879	1
5955	51495	1
5955	7514	1
6648	91662	1
7430	23380	1
7430	120	1
7430	288	1
7430	1500	1
7430	8573	1
7430	56904	1
7430	10056	1
7430	9448	1
7430	999	1
7430	9368	1
7430	55327	1
7430	160	1
7430	10469	1
7430	22884	1
7430	115098	1
7430	70	1
7430	2036	1
7430	7402	1
7430	58485	1
7430	7109	1
7430	22933	1
7430	2035	1
7430	9253	1
7430	26999	1
7430	5357	1
7430	57482	1
7430	57609	1
7430	23382	1
7430	83696	1
7430	6645	1
7430	84687	1
7430	9590	1
7430	987	1
9588	2950	1
9588	5714	1
9588	999	1
9961	10970	1
9961	23530	1
9961	55697	1
9961	816	1
9961	54472	1
9961	2319	1
10970	821	1
10970	4713	1
10970	1327	1
10970	3006	1
10970	56993	1
10970	3916	1
10970	84987	1
10970	387712	1
23530	3329	1
23530	23322	1
25828	92840	1
25828	80823	1
26521	3032	1
26521	1327	1
26521	84987	1
26521	94081	1
26521	55848	1
29922	22832	1
29922	80184	1
29922	146705	1
29922	9448	1
29922	9662	1
29922	23322	1
29922	83659	1
51776	23564	1
51776	26276	1
56850	9601	1
56850	146705	1
56850	84289	1
4736	6194	1
4736	6135	1
7295	70	1
7295	1277	1
7295	81	1
8050	1738	1
8050	5163	1
5579	310	1
5579	2768	1
5579	4001	1
5579	10672	1
5579	3692	1
5579	25780	1
5579	2596	1
5579	7153	1
10972	10959	1
1525	999	1
257194	4045	1
257194	50863	1
257194	402665	1
4045	50863	1
50863	84894	1
6844	8301	1
6844	112755	1
6844	2054	1
6844	11112	1
6844	57460	1
6844	57709	1
6844	10815	1
6844	80331	1
6844	6855	1
6844	9342	1
6844	3916	1
4637	5500	1
5532	5534	1
301	999	1
310	221184	1
310	1508	1
310	23564	1
310	10681	1
310	3032	1
310	23646	1
310	10381	1
310	5162	1
310	506	1
310	6187	1
310	7846	1
310	523	1
221184	5536	1
1508	999	1
1508	23322	1
1508	3043	1
23564	51726	1
23564	55697	1
23564	481	1
23564	5908	1
